3,0.000547335
12,0.999453
3,0.000547335
12,0.999453
3,0.000547335
12,0.999453
3,0.000547335
12,0.999453
3,0.000547335
12,0.999453
3,0.000547335
12,0.999453
3,0.000547335
12,0.999453
3,0.000547335
12,0.999453
3,0.000547335
12,0.999453
3,0.000547335
12,0.999453
3,0.000547335
34,0.999453
3,0.000547335
34,0.999453
3,1
3,0.000547335
34,0.999453
3,0.000547335
34,0.999453
3,0.000547335
34,0.999453
3,0.000547335
34,0.999453
3,0.000547335
34,0.999453
3,0.000547335
34,0.999453
3,0.000547335
34,0.999453
3,0.000547335
56,0.999453
3,0.000547335
56,0.999453
3,0.000547335
56,0.999453
1,0.000547335
78,0.999453
3,0.000547335
56,0.999453
3,0.000547335
56,0.999453
3,0.000547335
56,0.999453
2,0.000547335
56,0.999453
3,0.000547335
56,0.999453
3,0.000547335
56,0.999453
6,0.000547335
78,0.999453
1,0.000547335
78,0.999453
1,0.000273668
6,0.000273668
78,0.999453
1,0.000547335
78,0.999453
1,0.000547335
78,0.999453
1,0.000547335
78,0.999453
1,0.000547335
78,0.999453
1,0.000547335
78,0.999453
1,0.000547335
78,0.999453
1,0.000547335
78,0.999453